hike_name,hike_url,difficulty,overall_rating,area,traffic_level,distance,elevation,loop,out_and_back,point_to_point,latitude,longitude,dog_friendly,kid_friendly,camping,waterfall,river,lake,wildflowers,wildlife,backpacking,bird_watching,hike_id
Bald Cypress Trail,https://www.alltrails.com/trail/us/texas/bald-cypress-trail?ref=result-card,1,4.0,Guadalupe River State Park,2,1.6,95.0,0,1,0,29.87442,-98.48535,1,1,1,0,1,0,1,1,0,1,Texashike224
Cactus Rocks Trail,https://www.alltrails.com/trail/us/texas/cactus-rocks-trail?ref=result-card,2,4.5,Balcones Canyonlands National Wildlife Refuge,0,1.0,177.0,1,0,0,30.50542,-97.98003,0,1,0,0,0,0,0,1,0,1,Texashike225
Brushy Creek Loop ,https://www.alltrails.com/trail/us/texas/brushy-creek-loop--2?ref=result-card,1,4.5,Brushy Creek Lake Park,2,6.8,351.0,1,0,0,30.50544,-97.77769,1,0,0,0,0,0,1,1,0,1,Texashike226
"Armadillo, Tenessee Valley, South River Loop",https://www.alltrails.com/trail/us/texas/armadillo-tenessee-valley-south-river-loop?ref=result-card,1,4.0,Miller Spring Park,2,2.5,177.0,1,0,0,31.11624,-97.4692,0,1,0,1,1,1,1,1,0,1,Texashike227
Challenger Seven Park Loop,https://www.alltrails.com/trail/us/texas/challenger-seven-park-loop?ref=result-card,1,4.0,Challenger Seven Memorial Park,2,2.4,36.0,1,0,0,29.50911,-95.1324,1,1,0,0,1,1,0,1,0,0,Texashike228
Armand Bayou Nature Center Trail,https://www.alltrails.com/trail/us/texas/armand-bayou-holly-bay-trail?ref=result-card,1,4.0,Armand Bayou Park,2,1.9,3.0,0,1,0,29.5967,-95.07249,0,1,0,0,1,0,0,1,0,0,Texashike229
Trinity Trail Loop,https://www.alltrails.com/trail/us/texas/trinity-trail-loop?ref=result-card,1,4.5,"Fort Worth, Texas",2,2.5,45.0,1,0,0,32.7457,-97.34923,0,1,0,0,1,0,0,0,0,0,Texashike230
Old CCC and Skyline Drive Trail,https://www.alltrails.com/trail/us/texas/old-ccc-and-skyline-drive-trail?ref=result-card,2,4.5,Davis Mountains State Park,2,3.3,574.0,1,0,0,30.5957,-103.9304,1,0,0,0,0,0,1,1,0,0,Texashike231
Little Elm Lakefront Trail,https://www.alltrails.com/trail/us/texas/little-elm-lakefront-trail?ref=result-card,1,4.5,"Frisco, Texas",1,8.6,104.0,0,1,0,33.15665,-96.89802,1,1,0,0,0,1,1,0,0,1,Texashike232
Good Water Trail,https://www.alltrails.com/trail/us/texas/goodwater?ref=result-card,2,4.5,Tejas Park,2,12.6,669.0,0,0,1,30.69652,-97.82884,1,0,0,0,1,1,1,1,0,1,Texashike233
Possum Kingdom Hike and Bike Trail Phase I and II,https://www.alltrails.com/trail/us/texas/possum-kingdom-hike-and-bike-trail-phase-i-and-ii?ref=result-card,2,4.5,Possum Kingdom State Park,2,8.4,685.0,1,0,0,32.88706,-98.45305,1,0,1,0,1,1,1,0,0,1,Texashike234
Cullen Park Hike and Bike Trail,https://www.alltrails.com/trail/us/texas/cullen-park-hike-and-bike-trail?ref=result-card,1,4.5,Bear Creek Pioneers Park,0,7.9,49.0,0,1,0,29.80034,-95.7004,1,0,0,0,0,0,0,0,0,0,Texashike235
Twin Falls Nature Trail,https://www.alltrails.com/trail/us/texas/twin-falls-nature-trail?ref=result-card,1,4.0,Pedernales Falls State Park,1,0.5,78.0,1,0,0,30.3102,-98.2472,1,1,0,1,1,0,0,0,0,0,Texashike236
Ameri Trail Forest Loop,https://www.alltrails.com/trail/us/texas/ameri-trail-forest-loop?ref=result-card,1,4.5,Lake Houston Wilderness Park,2,9.6,147.0,1,0,0,30.13662,-95.16799,1,1,1,0,0,1,0,1,1,0,Texashike237
North Shore Trail: MADD Shelter to Murrell Park,https://www.alltrails.com/trail/us/texas/north-shore-trail-madd-shelter-to-murrell-park?ref=result-card,1,4.5,"Flower Mound, Texas",3,3.1,131.0,0,1,0,33.00518,-97.09799,1,1,0,0,0,1,0,1,0,0,Texashike238
"Katie Jackson Park Yellow, Black, and Blue Loop",https://www.alltrails.com/trail/us/texas/katie-jackson-trail?ref=result-card,1,4.0,Katie Jackson Park,2,3.1,111.0,1,0,0,33.00662,-96.8193,0,1,0,0,0,0,1,1,0,1,Texashike239
"Blue Creek, Pinnacles, Juniper Canyon and Dodson Trail ",https://www.alltrails.com/trail/us/texas/blue-creek-pinnacles-juniper-canyon-and-dodson-trail?ref=result-card,3,4.5,Big Bend National Park,1,31.6,6958.0,1,0,0,29.21641,-103.36925,0,0,1,0,0,0,1,0,1,1,Texashike240
Stratford Park and Tandy Hills Extended Loop,https://www.alltrails.com/trail/us/texas/stratford-park-and-tandy-hills-extended-loop?ref=result-card,2,4.5,Stratford Park,2,4.0,465.0,1,0,0,32.74548,-97.26449,1,0,0,0,0,0,0,0,0,1,Texashike241
Upper Bull Creek Greenbelt Trail,https://www.alltrails.com/trail/us/texas/upper-bull-creek-greenbelt-trail?ref=result-card,1,4.5,St Edwards Park,2,2.2,98.0,1,0,0,30.40658,-97.79029,0,0,0,0,0,0,1,0,0,1,Texashike242
Buffalo Bayou: Blue Lagoon Trail,https://www.alltrails.com/trail/us/texas/buffalo-bayou-blue-lagoon-trail?ref=result-card,1,4.5,Buffalo Bayou Park,2,4.2,121.0,0,1,0,29.76194,-95.37535,1,1,0,0,1,0,0,0,0,1,Texashike243
Good Water Trail Loop from Cedar Breaks,https://www.alltrails.com/trail/us/texas/good-water-trail-loop-from-cedar-breaks?ref=result-card,2,4.5,Cedar Breaks Park,2,10.1,688.0,1,0,0,30.67009,-97.73877,1,0,1,0,0,1,0,1,0,0,Texashike244
Riverside Trail to Bluff Trail Loop,https://www.alltrails.com/trail/us/texas/riverside-trail-to-bluff-trail-loop?ref=result-card,2,4.5,McKinney Roughs Nature Park,2,3.2,295.0,1,0,0,30.14054,-97.45915,1,1,0,0,1,0,1,1,0,0,Texashike245
Elm Lake Loop Trail,https://www.alltrails.com/trail/us/texas/elm-lake-loop-trail?ref=result-card,1,4.5,Brazos Bend State Park,3,1.7,19.0,1,0,0,29.37918,-95.60779,1,1,0,0,0,0,0,1,0,1,Texashike246
Little Lake Creek Loop Trail,https://www.alltrails.com/trail/us/texas/little-lake-creek-loop-trail?ref=result-card,1,4.5,Little Lake Creek Wilderness,2,6.4,259.0,1,0,0,30.53864,-95.78466,1,0,0,0,0,1,1,1,1,1,Texashike247
Johnson Branch Trail ,https://www.alltrails.com/trail/us/texas/johnson-branch-trail?ref=result-card,1,4.5,Ray Roberts Lake State Park,1,7.9,436.0,1,0,0,33.42267,-97.05492,1,1,1,0,0,1,1,1,1,1,Texashike248
Basin Drive,https://www.alltrails.com/trail/us/texas/basin-drive?ref=result-card,2,4.5,Big Bend National Park,2,12.4,2191.0,0,1,0,29.33452,-103.25668,1,1,1,0,0,0,0,0,0,0,Texashike249
Rustling Leaves Trail ,https://www.alltrails.com/trail/us/texas/rustling-leaves-trail?ref=result-card,1,4.0,Daingerfield State Park,3,2.6,114.0,1,0,0,33.00845,-94.69916,1,1,0,0,0,1,1,1,0,1,Texashike250
Reimers Canyon and River Multi Use Trail,https://www.alltrails.com/trail/us/texas/reimers-canyon-and-river-multi-use-trail?ref=result-card,2,4.5,"Dripping Springs, Texas",2,5.3,344.0,1,0,0,30.3644,-98.12379,0,0,0,0,1,0,0,0,0,1,Texashike251
Purple and Red Loop,https://www.alltrails.com/trail/us/texas/purple-and-red-loop?ref=result-card,2,4.0,Memorial Park,2,2.5,39.0,1,0,0,29.76657,-95.44832,1,1,0,0,1,0,1,1,0,1,Texashike252
Sawmill Hiking Trail,https://www.alltrails.com/trail/us/texas/sawmill-hiking-trail?ref=result-card,1,4.5,Angelina National Forest,1,4.3,121.0,1,0,0,31.05876,-94.27499,1,1,1,0,1,0,1,0,0,0,Texashike253
Missions San Juan-Espada,https://www.alltrails.com/trail/us/texas/missions-san-juan-espada--2?ref=result-card,1,4.5,Mission San Juan de Capistrano,0,3.6,118.0,0,1,0,29.33445,-98.4554,1,1,0,0,1,0,0,0,0,0,Texashike254
Bush Mountain,https://www.alltrails.com/trail/us/texas/bush-mountain-trail?ref=result-card,3,4.5,Guadalupe Mountains National Park,1,12.5,3562.0,0,1,0,31.89674,-104.8286,0,0,1,0,0,0,1,1,1,0,Texashike255
Twin Peaks Trail Loop,https://www.alltrails.com/trail/us/texas/twin-peaks-trail-loop?ref=result-card,1,4.5,Dana Peak Park,2,4.0,239.0,1,0,0,31.03186,-97.60834,1,1,0,0,0,1,1,0,0,0,Texashike256
Yellow and Purple Trail Loop,https://www.alltrails.com/trail/us/texas/yellow-and-purple-trail-loop?ref=result-card,2,4.5,Memorial Park,3,1.3,19.0,1,0,0,29.76521,-95.44508,1,0,0,0,0,0,0,1,0,1,Texashike257
Oak Loop Trail,https://www.alltrails.com/trail/us/texas/oak-loop-trail?ref=result-card,1,4.5,Phil Hardberger Park,3,3.1,118.0,1,0,0,29.55234,-98.53062,1,1,0,0,0,0,1,1,0,1,Texashike258
Red Bud Isle Trail,https://www.alltrails.com/trail/us/texas/red-bud-isle-trail?ref=result-card,1,4.0,"Austin, Texas",2,0.5,13.0,1,0,0,30.29102,-97.78722,1,1,0,0,1,0,1,0,0,1,Texashike259
McAllister Park Loop,https://www.alltrails.com/trail/us/texas/mcallister-park-loop?ref=result-card,1,4.5,Mcallister Park,0,2.3,29.0,1,0,0,29.56312,-98.45456,1,1,0,0,0,0,0,1,0,1,Texashike260
Stevenson Preserve Loop Trail,https://www.alltrails.com/trail/us/texas/stephenson-preserve-trail?ref=result-card,1,4.0,Longview Park and Stevenson Reserve,2,1.5,111.0,1,0,0,30.2028,-97.82703,0,1,0,0,0,0,1,0,0,1,Texashike261
Crystal Cave via Horseshoe Canyon and Bridges Trail Loop,https://www.alltrails.com/trail/us/texas/crystal-cave-via-horseshoe-canyon-and-bridges-trail-loop?ref=result-card,2,4.5,Garner State Park,2,1.5,403.0,1,0,0,29.58478,-99.73375,1,1,0,0,0,0,0,1,0,0,Texashike262
Lone Star and North Wilderness Loop Trail,https://www.alltrails.com/trail/us/texas/lone-star-and-north-wilderness-loop-trail?ref=result-card,2,4.0,Little Lake Creek Wilderness,2,6.1,265.0,1,0,0,30.51084,-95.75654,1,0,0,0,1,0,1,0,0,0,Texashike263
Mud Creek Trail,https://www.alltrails.com/trail/us/texas/mud-creek-trail?ref=result-card,2,4.0,Mud Creek Park,2,2.9,157.0,1,0,0,29.59275,-98.43856,1,0,0,0,0,0,1,1,0,1,Texashike264
Erwin Park North Loop,https://www.alltrails.com/trail/us/texas/erwin-park-north-loop?ref=result-card,2,4.5,Erwin Municipal Park,2,2.7,223.0,1,0,0,33.25862,-96.65585,1,1,1,0,0,0,0,0,0,1,Texashike265
Hueco Tanks Nature Trail,https://www.alltrails.com/trail/us/texas/hueco-tanks-nature-trail?ref=result-card,2,4.5,Hueco Tanks State Historical Park,2,1.8,55.0,0,1,0,31.92528,-106.04213,0,1,1,0,1,0,1,1,0,1,Texashike266
Harry Moss Trail,https://www.alltrails.com/trail/us/texas/harry-moss-trail?ref=result-card,2,3.5,Harry Moss Park,2,1.6,39.0,1,0,0,32.88674,-96.75635,1,0,0,0,1,0,1,0,0,0,Texashike267
Sweetleaf Nature Trail,https://www.alltrails.com/trail/us/texas/sweetleaf-nature-trail?ref=result-card,1,4.5,W G Jones State Forest,2,3.4,95.0,1,0,0,30.23197,-95.49915,0,1,0,0,1,0,0,0,0,0,Texashike268
Kickerillo Mischer Preserve Lake Loop,https://www.alltrails.com/trail/us/texas/kickerillo-mischer-preserve-lake-loop?ref=result-card,1,4.5,Kickerillo Mischer Preserve,2,1.8,26.0,1,0,0,29.98782,-95.56391,0,1,0,0,0,1,0,0,0,0,Texashike269
Ron Coleman Trail,https://www.alltrails.com/trail/us/texas/ron-coleman-trail--3?ref=result-card,2,4.5,"Fort Bliss, Texas",0,1.3,606.0,0,1,0,31.84369,-106.49142,0,0,0,0,0,0,0,0,0,0,Texashike270
Slaughter Creek Trail,https://www.alltrails.com/trail/us/texas/slaughter-creek-trail--2?ref=result-card,1,4.0,Bauerle Ranch Park,2,3.2,118.0,0,1,0,30.16917,-97.85283,1,1,0,0,0,0,1,1,0,1,Texashike271
Trail Between the Lakes,https://www.alltrails.com/trail/us/texas/trail-between-the-lakes?ref=result-card,3,4.0,Sabine National Forest,1,26.9,1528.0,0,0,1,31.2614,-93.68051,1,0,1,0,0,0,0,1,1,1,Texashike272
Indian Lodge Loop Trail,https://www.alltrails.com/trail/us/texas/indian-lodge-loop-trail?ref=result-card,2,4.5,Davis Mountains State Park,1,4.7,1177.0,1,0,0,30.59343,-103.94418,1,0,0,0,0,0,1,1,0,0,Texashike273
Paluxy River Trail,https://www.alltrails.com/trail/us/texas/paluxy-river-trail--2?ref=result-card,2,4.5,Dinosaur Valley State Park,2,2.0,160.0,1,0,0,32.25137,-97.81934,1,1,1,0,1,0,1,1,0,1,Texashike274
Cougar Canyon to Hermit's Trace Loop,https://www.alltrails.com/trail/us/texas/cougar-canyon-to-hermits-trace-loop?ref=result-card,2,4.5,Hill Country State Natural Area,2,7.2,669.0,1,0,0,29.63432,-99.1841,1,0,0,0,0,0,1,1,0,1,Texashike275
Randy Bell Scenic Trail,https://www.alltrails.com/trail/us/texas/randy-bell-scenic-trail--3?ref=result-card,1,4.0,Ray Roberts Lake State Park,2,2.5,134.0,1,0,0,33.37922,-97.03139,1,1,1,0,0,1,1,1,0,0,Texashike276
Bear Creek Trail,https://www.alltrails.com/trail/us/texas/bear-creek-trail--2?ref=result-card,1,4.5,Bear Creek Park,2,3.1,59.0,0,1,0,32.92763,-97.22081,1,0,0,0,0,0,0,0,0,1,Texashike277
Lone Star Hiking Trail: Phelps Segment,https://www.alltrails.com/trail/us/texas/lone-star-hiking-trail-phelps-segment?ref=result-card,1,4.0,Sam Houston National Forest,2,9.7,508.0,0,1,0,30.65294,-95.49724,1,0,0,0,0,0,1,1,0,1,Texashike278
Purgatory Creek Overlook via Dante's Trail ,https://www.alltrails.com/trail/us/texas/purgatory-creek-overlook-via-dantes-trail?ref=result-card,1,4.5,Purgatory Creek Greenspace,2,2.8,209.0,1,0,0,29.88366,-97.97773,1,0,0,0,0,0,0,0,0,0,Texashike279
Horseshoe Trail Short Loop,https://www.alltrails.com/trail/us/texas/horseshoe-trail-short-loop?ref=result-card,2,4.5,"Grapevine, Texas",0,2.3,104.0,1,0,0,32.95581,-97.1052,0,1,0,0,0,0,0,0,0,0,Texashike280
Oakwell Trail ,https://www.alltrails.com/trail/us/texas/oakwell-trail?ref=result-card,1,4.5,Robert L.B. Tobin Park,2,2.1,26.0,0,1,0,29.50223,-98.42079,1,1,0,0,1,0,0,1,0,1,Texashike281
Wetlands Trail,https://www.alltrails.com/trail/us/texas/wetlands-trail--2?ref=result-card,1,4.5,El Franco Lee Park,2,2.1,16.0,1,0,0,29.59214,-95.25437,1,1,0,0,0,1,1,1,0,1,Texashike282
Ringtail Ridge Trail,https://www.alltrails.com/trail/us/texas/ringtail-ridge-trail?ref=result-card,2,4.0,"San Marcos, Texas",1,1.7,91.0,1,0,0,29.90305,-97.96802,1,0,0,0,0,0,1,1,0,0,Texashike283
Edith L. Moore Nature Sanctuary,https://www.alltrails.com/trail/us/texas/edith-l-moore-nature-sanctuary?ref=result-card,1,4.5,Edith L. Moore Nature Sanctuary,2,0.7,3.0,1,0,0,29.77144,-95.57016,0,1,0,0,1,0,0,0,0,0,Texashike284
"Prairie, Creekside, and Woodlands Trail Loop",https://www.alltrails.com/trail/us/texas/prairie-creekside-and-woodlands-trails?ref=result-card,1,4.5,Cibolo Nature Center,2,1.2,19.0,1,0,0,29.78248,-98.70926,1,1,0,0,1,0,1,1,0,1,Texashike285
Walnut Creek Linear Trail,https://www.alltrails.com/trail/us/texas/walut-creek-linear-trail?ref=result-card,1,4.5,Walnut Creek Linear Park,2,3.4,52.0,0,1,0,32.57375,-97.12036,1,1,0,0,1,0,0,1,0,0,Texashike286
Longhorn Cavern Nature Trail,https://www.alltrails.com/trail/us/texas/longhorn-cavern-state-park-trail?ref=result-card,1,4.0,Longhorn Cavern State Park,3,1.0,42.0,1,0,0,30.68454,-98.35084,1,1,0,0,0,0,0,1,0,0,Texashike287
Rocky Point Trail,https://www.alltrails.com/trail/us/texas/rocky-point-trail?ref=result-card,2,3.5,Knob Hills Park,2,4.0,219.0,1,0,0,33.03373,-97.15,1,0,0,0,0,0,1,0,0,1,Texashike288
Highway and Mountain Bike Trail Loop ,https://www.alltrails.com/trail/us/texas/highway-and-mountain-bike-trail-loop?ref=result-card,2,4.5,Garner State Park,3,5.8,702.0,1,0,0,29.58565,-99.73593,1,1,1,0,1,0,0,1,0,0,Texashike289
Muy Grande Loop Trail,https://www.alltrails.com/trail/us/texas/muy-grande-loop-trail?ref=result-card,1,4.0,Berry Springs County Park,1,2.2,42.0,1,0,0,30.69162,-97.64814,1,1,0,1,1,0,1,1,0,1,Texashike290
Lower Purgatory Creek Greenspace to Dante's Trail Loop,https://www.alltrails.com/trail/us/texas/lower-purgatory-creek-greenspace-to-dantes-trail-loop?ref=result-card,2,4.5,Purgatory Creek Greenspace,2,3.5,173.0,1,0,0,29.86598,-97.96458,1,1,0,0,0,0,1,1,1,1,Texashike291
Caprock Canyon Rim Trail,https://www.alltrails.com/trail/us/texas/caprock-canyon-rim-trail?ref=result-card,1,4.0,Caprock Canyons State Park & Trailway,2,6.5,488.0,1,0,0,34.42164,-101.0537,1,1,1,0,0,0,1,1,0,1,Texashike292
Black Gap OHV Trail,https://www.alltrails.com/trail/us/texas/black-gap-4x4-trail?ref=result-card,2,4.5,Big Bend National Park,1,16.3,935.0,0,1,0,29.17567,-103.15716,0,0,0,0,0,0,0,1,0,1,Texashike293
Missions San Jose To Mission Concepcion,https://www.alltrails.com/trail/us/texas/missions-san-jose-to-mission-concepcion?ref=result-card,1,4.5,Mission San Jose,0,6.7,242.0,0,1,0,29.36068,-98.47927,1,1,0,0,0,0,0,0,0,0,Texashike294
Southeast Metropolitan Park Primitive Trail,https://www.alltrails.com/trail/us/texas/southeast-metropolitan-park-primitive-trail?ref=result-card,2,4.0,Southeast Metro Park,2,2.3,232.0,1,0,0,30.19429,-97.60957,1,1,0,0,0,1,1,1,0,0,Texashike295
West Fork Trinity River Trail to River Legacy Park East,https://www.alltrails.com/trail/us/texas/west-fork-trinity-river-trail-to-river-legacy-park-east?ref=result-card,1,4.5,River Legacy Park,2,10.8,301.0,0,1,0,32.79175,-97.11217,1,1,0,0,1,0,0,0,0,0,Texashike296
Hermann Park Trail,https://www.alltrails.com/trail/us/texas/hermann-park-trail?ref=result-card,1,4.5,Hermann Park,0,1.4,22.0,1,0,0,29.72069,-95.39244,1,1,0,0,0,1,0,1,0,1,Texashike297
Armand Bayou Hike & Bike Trail,https://www.alltrails.com/trail/us/texas/armand-bayou-hike-bike-trail?ref=result-card,1,4.5,"Pasadena, Texas",2,5.0,52.0,1,0,0,29.64983,-95.1301,1,1,0,0,1,0,0,1,0,0,Texashike298
Moss Lake via Echo Canyon Trail,https://www.alltrails.com/trail/us/texas/moss-lake-via-echo-canyon-trail?ref=result-card,2,4.0,Enchanted Rock State Natural Area,3,3.1,301.0,1,0,0,30.49824,-98.819,0,0,0,0,0,1,1,1,0,0,Texashike299
Bluebonnet Trail,https://www.alltrails.com/trail/us/texas/bluebonnet-trail--2?ref=result-card,1,4.5,Cedar Ridge Preserve,2,0.9,85.0,1,0,0,32.63827,-96.95907,1,1,0,0,0,0,0,0,0,1,Texashike300
"Bosque, Vern Del, Juniper Ridge and Main Trails Loop",https://www.alltrails.com/trail/us/texas/bosque-vern-del-juniper-ridge-and-main-trails-loop?ref=result-card,2,4.5,Friedrich Wilderness Park,2,2.6,357.0,1,0,0,29.64087,-98.62584,0,1,0,0,0,0,1,0,0,1,Texashike301
Spring Creek Nature Trail,https://www.alltrails.com/trail/us/texas/spring-creek-nature-trail--2?ref=result-card,1,4.0,"Spring, Texas",1,13.3,219.0,0,0,1,30.11198,-95.45179,1,0,0,0,1,0,1,1,0,1,Texashike302
Lost Creek Trail,https://www.alltrails.com/trail/us/texas/lost-creek?ref=result-card,1,4.0,"Austin, Texas",0,1.4,32.0,1,0,0,30.274,-97.84487,1,1,0,0,1,0,0,0,0,0,Texashike303
Devil's Den Trail,https://www.alltrails.com/trail/us/texas/devils-den-trail?ref=result-card,2,4.0,Big Bend National Park,2,4.5,357.0,0,1,0,29.62241,-103.14261,0,0,0,0,0,0,0,0,0,1,Texashike304
Walnut Creek Park Short Loop,https://www.alltrails.com/trail/us/texas/walnut-creek-park-short-loop?ref=result-card,1,4.5,Walnut Creek Metropolitan Park,0,1.12,66,1,0,0,30.40052,-97.68398,1,1,0,0,0,0,0,0,0,0,Texashike305
Upper Burro Mesa Pouroff,https://www.alltrails.com/trail/us/texas/upper-burro-mesa-pouroff?ref=result-card,2,4.5,Big Bend National Park,1,3.7,501.0,0,1,0,29.22948,-103.37776,0,0,0,0,0,0,1,1,0,0,Texashike306
Brushy Creek Trail East to Kenny Fort,https://www.alltrails.com/trail/us/texas/brushy-creek-trail-east-red-bud-to-kenny-fort?ref=result-card,1,5.0,Brushy Creek Lake Park,0,5.9,147.0,0,1,0,30.52396,-97.61733,0,0,0,0,0,0,0,1,0,0,Texashike307
The Triangle Trail,https://www.alltrails.com/trail/us/texas/the-triangle-trail?ref=result-card,2,4.5,Memorial Park,2,1.5,52.0,1,0,0,29.76711,-95.44771,1,0,0,0,0,0,1,1,0,1,Texashike308
The Paseo del Rio Trail,https://www.alltrails.com/trail/us/texas/the-paseo-del-rio-trail?ref=result-card,1,4.0,Palo Duro Canyon State Park,2,2.2,85.0,0,1,0,34.96584,-101.67263,1,1,1,0,1,0,1,1,0,1,Texashike309
Faulkner Park Trail,https://www.alltrails.com/trail/us/texas/faulkner-park-trail?ref=result-card,1,4.5,"Tyler, Texas",3,5.6,196.0,1,0,0,32.24918,-95.31754,1,1,0,0,0,0,1,1,0,1,Texashike310
Little Bear Creek Trail,https://www.alltrails.com/trail/us/texas/little-bear-creek-trail?ref=result-card,1,4.0,Mccormick Park,2,5.0,85.0,1,0,0,32.8642,-97.06827,1,1,0,0,1,0,1,1,0,1,Texashike311
Valburn South Loop,https://www.alltrails.com/trail/us/texas/valburn-south-loop?ref=result-card,2,4.0,Bull Creek District Park,1,2.3,335,1,0,0,30.3733,-97.78023,1,1,0,0,0,0,0,1,0,1,Texashike312
Rowlett Creek North Loop,https://www.alltrails.com/trail/us/texas/rowlett-creek-north-loop?ref=result-card,1,4.5,"Rowlett, Texas",0,6.9,157.0,1,0,0,32.91995,-96.59568,1,1,0,0,0,0,0,0,0,0,Texashike313
"Winding Woodland, Barred Owl, and Roosevelt's Cutoff Loop",https://www.alltrails.com/trail/us/texas/winding-woodland-barred-owl-and-roosevelts-cutoff-loop?ref=result-card,1,4.0,Buescher State Park,2,5.6,351.0,1,0,0,30.04898,-97.16099,1,0,0,0,0,0,1,1,0,1,Texashike314
Ottine Swamp Trail,https://www.alltrails.com/trail/us/texas/ottine-swamp-trail?ref=result-card,1,4.5,Palmetto State Park,1,1.2,13.0,1,0,0,29.58916,-97.5839,1,1,0,0,0,0,1,1,0,1,Texashike315
Winters Bayou Trail,https://www.alltrails.com/trail/us/texas/winters-bayou-trail?ref=result-card,2,4.0,Sam Houston National Forest,0,14.6,314.0,0,0,1,30.3937,-95.15798,1,0,0,0,0,0,0,0,0,0,Texashike316
Oak Point and Bob Woodruff Park Lakes,https://www.alltrails.com/trail/us/texas/oak-point-and-bob-woodruff-park-lakes?ref=result-card,1,4.5,Oak Point Park and Nature Preserve,3,6.0,72.0,1,0,0,33.0511,-96.67122,1,1,0,0,0,1,1,0,0,1,Texashike317
Colony Shoreline Trail,https://www.alltrails.com/trail/us/texas/colony-shoreline-trail?ref=result-card,1,4.0,Stewart Creek Park,2,6.9,101.0,0,1,0,33.08527,-96.91339,1,1,0,0,0,1,1,1,0,1,Texashike318
Eagle Nature Trail at Central Texas College (CTC),https://www.alltrails.com/trail/us/texas/eagle-nature-trail-at-central-texas-college-ctc?ref=result-card,1,4.0,"Killeen, Texas",2,2.9,131.0,1,0,0,31.1139,-97.81087,1,1,0,0,0,0,1,0,0,0,Texashike319
Corinth Community Park,https://www.alltrails.com/trail/us/texas/corinth-community-park?ref=result-card,1,4.0,Corinth Community Park,2,4.0,85.0,1,0,0,33.15203,-97.05796,1,1,0,0,0,1,0,0,0,0,Texashike320
Northern Walnut Creek Trail,https://www.alltrails.com/trail/us/texas/northern-walnut-creek-trail?ref=result-card,2,4.5,Walnut Creek Metropolitan Park,2,6.6,406.0,0,1,0,30.40124,-97.68449,1,1,0,0,1,0,0,0,0,1,Texashike321
Escarpment and Cattail Pond Loop,https://www.alltrails.com/trail/us/texas/escarpment-and-cattail-pond-loop?ref=result-card,1,4.5,Cedar Ridge Preserve,2,2.2,183.0,1,0,0,32.63869,-96.95834,1,1,0,0,0,1,0,0,0,0,Texashike322
Water Loop,https://www.alltrails.com/trail/us/texas/water-loop?ref=result-card,1,4.5,Phil Hardberger Park,2,1.5,36.0,1,0,0,29.56083,-98.52019,1,1,0,0,1,0,1,0,0,1,Texashike323
Upper Canyon Trail Loop,https://www.alltrails.com/trail/us/texas/upper-canyon-trail-loop?ref=result-card,2,4.5,Caprock Canyons State Park & Trailway,2,6.9,889.0,1,0,0,34.44107,-101.09297,1,0,0,0,0,0,1,1,0,1,Texashike324
Waxahachie Creek Hike and Bike Trail,https://www.alltrails.com/trail/us/texas/waxahachie-creek-hike-and-bike-trail?ref=result-card,1,4.5,Getzendaner Memorial Park,2,7.6,137.0,0,1,0,32.3961,-96.86659,1,1,0,0,1,0,0,0,0,0,Texashike325
The Quail Trail from Sam Houston Tollway,https://www.alltrails.com/trail/us/texas/the-quail-trail-from-sam-houston-tollway?ref=result-card,1,4.5,Terry Hershey Park,2,11.7,272.0,0,1,0,29.76345,-95.55829,1,1,0,0,1,0,1,0,0,0,Texashike326
Westcave Preserve Trail,https://www.alltrails.com/trail/us/texas/westcave-preserve-trail?ref=result-card,2,4.0,"Round Mountain, Texas",2,0.7,78.0,0,1,0,30.33704,-98.14044,0,1,0,0,1,0,1,1,0,1,Texashike327
Japanese Tea Garden,https://www.alltrails.com/trail/us/texas/japanese-tea-garden?ref=result-card,2,4.5,Brakenridge Park Complex,2,0.3,26.0,1,0,0,29.46061,-98.4773,1,0,0,0,0,1,1,1,0,1,Texashike328
Cotton Belt,https://www.alltrails.com/trail/us/texas/cotton-belt?ref=result-card,1,4.0,"North Richland Hills, Texas",2,15.6,423.0,0,1,0,32.84841,-97.24495,1,1,0,0,0,0,0,0,0,1,Texashike329
Wolf Mountain and Juniper Ridge Trail Loop,https://www.alltrails.com/trail/us/texas/wolf-mountain-and-juniper-ridge-trail-loop?ref=result-card,3,4.5,Pedernales Falls State Park,3,11.2,472.0,1,0,0,30.30782,-98.25575,1,0,0,0,0,0,0,0,0,0,Texashike330
Mae Simmons Outer Loop Trail,https://www.alltrails.com/trail/us/texas/mae-simmons-outer-loop-trail?ref=result-card,2,4.0,Mae Simmons Park,3,7.1,308.0,1,0,0,33.57194,-101.80867,1,1,0,0,0,1,1,1,0,0,Texashike331
Coppell Nature Park Loop,https://www.alltrails.com/trail/us/texas/coppell-nature-park-loop?ref=result-card,1,4.5,Coppell Nature Park,2,1.7,75.0,1,0,0,32.96407,-97.01861,1,1,0,0,0,0,0,1,0,0,Texashike332
Memorial Park Blue Trail,https://www.alltrails.com/trail/us/texas/memorial-park-blue-trail?ref=result-card,2,4.5,Memorial Park,3,1.1,13.0,1,0,0,29.76473,-95.44138,1,0,0,0,0,0,1,1,0,1,Texashike333
