hike_id,variable,value
Texashike209,user13998,5
Texashike383,user13998,2
Texashike109,user13998,5
Texashike1,user23264,5
Texashike47,user23264,5
Texashike57,user23264,5
Texashike1,user19109,5
Texashike1,user4394,5
Texashike118,user4394,4
Texashike8,user4394,5
Texashike2,user4394,5
Texashike69,user4394,5
Texashike30,user4394,4
Texashike1,user29085,5
Texashike81,user29085,5
Texashike1,user31047,5
Texashike4,user31047,4
Texashike246,user31047,4
Texashike435,user31047,5
Texashike1,user28189,2
Texashike276,user28189,3
Texashike29,user28189,4
Texashike174,user28189,4
Texashike68,user28189,4
Texashike490,user28189,1
Texashike826,user28189,3
Texashike423,user28189,1
Texashike1,user23069,5
Texashike4,user23069,5
Texashike1,user15666,5
Texashike2,user15666,5
Texashike1,user20595,5
Texashike4,user20595,4
Texashike18,user20595,5
Texashike1,user3931,5
Texashike47,user3931,4
Texashike8,user3931,5
Texashike306,user3931,5
Texashike110,user3931,5
Texashike1,user17944,5
Texashike4,user17944,5
Texashike8,user17944,5
Texashike149,user17944,4
Texashike6,user28634,5
Texashike1,user28634,5
Texashike3,user28634,5
Texashike8,user28634,4
Texashike83,user28634,5
Texashike205,user28634,4
Texashike110,user28634,5
Texashike602,user28634,4
Texashike284,user28634,4
Texashike243,user28634,3
Texashike297,user28634,4
Texashike1,user1348,5
Texashike8,user1348,4
Texashike18,user1348,5
Texashike135,user1348,5
Texashike110,user1348,5
Texashike1,user1471,5
Texashike6,user19010,4
Texashike1,user19010,5
Texashike4,user19010,5
Texashike47,user19010,4
Texashike18,user19010,5
Texashike389,user19010,5
Texashike928,user19010,5
Texashike14,user19010,5
Texashike311,user19010,4
Texashike91,user19010,4
Texashike201,user19010,4
Texashike277,user19010,3
Texashike362,user19010,5
Texashike885,user19010,4
Texashike1,user6387,5
Texashike8,user6387,5
Texashike928,user6387,5
Texashike1,user11401,5
Texashike1,user18113,5
Texashike197,user18113,5
Texashike1,user16010,5
Texashike1,user8128,4
Texashike93,user8128,4
Texashike1,user10348,5
Texashike8,user10348,4
Texashike379,user10348,4
Texashike649,user10348,3
Texashike55,user10348,4
Texashike277,user10348,5
Texashike1,user21690,5
Texashike1,user6235,5
Texashike4,user6235,4
Texashike1,user3556,5
Texashike2,user3556,5
Texashike105,user3556,4
Texashike1,user28150,5
Texashike4,user28150,5
Texashike47,user28150,5
Texashike200,user28150,5
Texashike438,user28150,3
Texashike135,user28150,4
Texashike110,user28150,5
Texashike1,user9118,5
Texashike4,user9118,4
Texashike8,user9118,4
Texashike1,user30634,5
Texashike47,user30634,5
Texashike8,user30634,5
Texashike2,user30634,5
Texashike215,user30634,4
Texashike19,user30634,5
Texashike18,user30634,5
Texashike57,user30634,5
Texashike171,user30634,5
Texashike621,user30634,3
Texashike706,user30634,5
Texashike1,user22585,5
Texashike306,user22585,3
Texashike1,user12010,5
Texashike4,user12010,5
Texashike7,user12010,4
Texashike47,user12010,4
Texashike8,user12010,5
Texashike2,user12010,5
Texashike18,user12010,5
Texashike57,user12010,4
Texashike1,user18568,5
Texashike105,user18568,4
Texashike521,user18568,4
Texashike210,user18568,4
Texashike492,user18568,4
Texashike1,user1638,5
Texashike1,user11570,5
Texashike47,user11570,5
Texashike8,user11570,5
Texashike2,user11570,5
Texashike1,user13514,5
Texashike18,user13514,2
Texashike1,user24767,5
Texashike2,user24767,5
Texashike1,user21773,5
Texashike1,user18221,3
Texashike1,user8766,5
Texashike4,user8766,5
Texashike7,user8766,3
Texashike2,user8766,5
Texashike1,user17572,5
Texashike1,user3015,5
Texashike18,user3015,5
Texashike1,user14731,4
Texashike8,user14731,5
Texashike137,user14731,4
Texashike370,user14731,4
Texashike1,user17917,5
Texashike4,user17917,4
Texashike47,user17917,4
Texashike8,user17917,5
Texashike1,user11398,4
Texashike1,user9815,4
Texashike39,user9815,3
Texashike1,user132,5
Texashike4,user132,5
Texashike31,user132,4
Texashike33,user132,5
Texashike161,user132,5
Texashike18,user132,5
Texashike38,user132,4
Texashike30,user132,5
Texashike492,user132,5
Texashike32,user132,4
Texashike541,user132,4
Texashike139,user132,4
Texashike207,user132,5
Texashike403,user132,4
Texashike1,user28588,5
Texashike1,user6955,5
Texashike4,user6955,4
Texashike2,user6955,5
Texashike18,user6955,5
Texashike1,user11904,5
Texashike602,user11904,5
Texashike1,user15734,5
Texashike962,user15734,5
Texashike1,user12154,5
Texashike4,user12154,5
Texashike8,user12154,5
Texashike602,user12154,5
Texashike1,user27111,5
Texashike76,user27111,2
Texashike1,user29235,5
Texashike1,user11016,5
Texashike4,user11016,5
Texashike118,user11016,5
Texashike1,user28897,4
Texashike8,user28897,4
Texashike2,user28897,5
Texashike975,user28897,5
Texashike602,user28897,3
Texashike490,user28897,4
Texashike6,user26741,5
Texashike1,user26741,5
Texashike3,user26741,5
Texashike4,user26741,5
Texashike47,user26741,4
Texashike8,user26741,5
Texashike2,user26741,5
Texashike83,user26741,5
Texashike18,user26741,5
Texashike149,user26741,5
Texashike12,user26741,5
Texashike110,user26741,5
Texashike1,user8099,5
Texashike4,user8099,5
Texashike7,user8099,5
Texashike8,user8099,5
Texashike2,user8099,5
Texashike217,user8099,5
Texashike18,user8099,5
Texashike57,user8099,5
Texashike109,user8099,5
Texashike1,user21699,4
Texashike8,user21699,4
Texashike18,user21699,4
Texashike492,user21699,3
Texashike1,user12864,5
Texashike1,user22186,5
Texashike79,user22186,5
Texashike708,user22186,5
Texashike1,user4096,5
Texashike7,user4096,5
Texashike1,user14175,5
Texashike4,user14175,4
Texashike7,user14175,5
Texashike47,user14175,4
Texashike8,user14175,4
Texashike383,user14175,4
Texashike149,user14175,5
Texashike503,user14175,3
Texashike602,user14175,2
Texashike1,user18439,5
Texashike383,user18439,4
Texashike29,user18439,5
Texashike152,user18439,3
Texashike647,user18439,3
Texashike193,user18439,5
Texashike239,user18439,4
Texashike1,user30878,5
Texashike1,user31405,5
Texashike44,user31405,4
Texashike223,user31405,4
Texashike25,user31405,4
Texashike684,user31405,4
Texashike767,user31405,4
Texashike95,user31405,3
Texashike1,user8224,4
Texashike1,user9386,5
Texashike18,user9386,4
Texashike1,user8791,5
Texashike2,user8791,5
Texashike1,user752,5
Texashike306,user752,5
Texashike205,user752,4
Texashike1,user5034,5
Texashike7,user5034,5
Texashike135,user5034,4
Texashike1,user22905,5
Texashike629,user22905,5
Texashike1,user24472,4
Texashike8,user24472,4
Texashike18,user24472,4
Texashike76,user24472,4
Texashike379,user24472,3
Texashike1,user14179,5
Texashike47,user14179,5
Texashike1,user27790,5
Texashike18,user27790,5
Texashike1,user26884,5
Texashike4,user26884,5
Texashike1,user15,5
Texashike1,user26481,5
Texashike1,user28090,5
Texashike4,user28090,5
Texashike94,user28090,5
Texashike28,user28090,5
Texashike125,user28090,5
Texashike29,user28090,5
Texashike43,user28090,5
Texashike275,user28090,4
Texashike886,user28090,5
Texashike35,user28090,5
Texashike693,user28090,2
Texashike715,user28090,3
Texashike39,user28090,4
Texashike104,user28090,4
Texashike503,user28090,5
Texashike113,user28090,4
Texashike689,user28090,4
Texashike1,user25337,5
Texashike1,user18730,5
Texashike4,user18730,5
Texashike18,user18730,5
Texashike1,user2462,5
Texashike4,user2462,5
Texashike118,user2462,4
Texashike5,user2462,4
Texashike2,user2462,4
Texashike105,user2462,5
Texashike209,user2462,5
Texashike293,user2462,5
Texashike629,user2462,4
Texashike30,user2462,3
Texashike109,user2462,4
Texashike503,user2462,4
Texashike815,user2462,4
Texashike1,user17576,5
Texashike62,user17576,4
Texashike80,user17576,4
Texashike45,user17576,4
Texashike1,user9781,5
Texashike4,user9781,5
Texashike197,user9781,5
Texashike57,user9781,5
Texashike110,user9781,5
Texashike653,user9781,5
Texashike247,user9781,4
Texashike1,user24877,5
Texashike4,user24877,5
Texashike7,user24877,5
Texashike47,user24877,4
Texashike72,user24877,5
Texashike197,user24877,4
Texashike8,user24877,4
Texashike209,user24877,5
Texashike149,user24877,5
Texashike68,user24877,4
Texashike881,user24877,3
Texashike1,user13053,5
Texashike2,user13053,5
Texashike1,user6306,5
Texashike1,user10224,5
Texashike1,user27808,4
Texashike1,user26830,5
Texashike1,user28640,5
Texashike655,user28640,4
Texashike197,user28640,3
Texashike5,user28640,5
Texashike923,user28640,4
Texashike656,user28640,5
Texashike1,user18146,5
Texashike197,user18146,4
Texashike1,user25029,5
Texashike4,user25029,4
Texashike1,user5195,5
Texashike47,user5195,3
Texashike8,user5195,5
Texashike438,user5195,3
Texashike215,user5195,5
Texashike18,user5195,5
Texashike57,user5195,3
Texashike379,user5195,3
Texashike149,user5195,5
Texashike110,user5195,3
Texashike503,user5195,5
Texashike602,user5195,4
Texashike621,user5195,4
Texashike881,user5195,1
Texashike962,user5195,3
Texashike996,user5195,3
Texashike1,user19091,4
Texashike1,user8324,5
Texashike4,user8324,4
Texashike197,user8324,4
Texashike217,user8324,4
Texashike1,user18870,5
Texashike8,user18870,4
Texashike110,user18870,4
Texashike739,user18870,3
Texashike564,user18870,4
Texashike720,user18870,4
Texashike1,user26174,5
Texashike7,user26174,5
Texashike197,user26174,3
Texashike135,user26174,4
Texashike564,user26174,4
Texashike720,user26174,4
Texashike1,user18157,5
Texashike57,user18157,4
Texashike379,user18157,3
Texashike110,user18157,4
Texashike1,user10711,5
Texashike8,user10711,5
Texashike1,user11781,5
Texashike4,user11781,5
Texashike7,user11781,5
Texashike137,user11781,5
Texashike109,user11781,4
Texashike1,user9722,5
Texashike15,user9722,4
Texashike210,user9722,1
Texashike1,user12242,5
Texashike1,user13468,5
Texashike433,user13468,5
Texashike1,user6029,5
Texashike7,user6029,5
Texashike8,user6029,5
Texashike2,user6029,5
Texashike538,user6029,4
Texashike18,user6029,5
Texashike379,user6029,4
Texashike389,user6029,5
Texashike14,user6029,4
Texashike135,user6029,5
Texashike110,user6029,4
Texashike32,user6029,5
Texashike46,user6029,5
Texashike373,user6029,5
Texashike1,user1651,5
Texashike4,user1651,5
Texashike11,user1651,4
Texashike1,user22760,5
Texashike1,user26723,5
Texashike4,user26723,4
Texashike7,user26723,5
Texashike8,user26723,5
Texashike2,user26723,5
Texashike209,user26723,5
Texashike217,user26723,3
Texashike137,user26723,5
Texashike1,user6751,5
Texashike1,user26785,5
Texashike47,user26785,5
Texashike1,user21268,5
Texashike7,user21268,5
Texashike11,user21268,4
Texashike8,user21268,4
Texashike16,user21268,3
Texashike2,user21268,5
Texashike62,user21268,4
Texashike82,user21268,3
Texashike75,user21268,4
Texashike73,user21268,3
Texashike1,user17326,5
Texashike4,user17326,5
Texashike47,user17326,5
Texashike8,user17326,5
Texashike379,user17326,3
Texashike486,user17326,4
Texashike121,user17326,4
Texashike385,user17326,5
Texashike684,user17326,4
Texashike868,user17326,4
Texashike250,user17326,4
Texashike420,user17326,4
Texashike1,user25025,5
Texashike4,user25025,5
Texashike8,user25025,5
Texashike864,user25025,3
Texashike1,user24591,4
Texashike4,user24591,4
Texashike197,user24591,4
Texashike8,user24591,5
Texashike85,user24591,5
Texashike105,user24591,4
Texashike266,user24591,5
Texashike778,user24591,4
Texashike215,user24591,4
Texashike76,user24591,5
Texashike379,user24591,4
Texashike203,user24591,4
Texashike880,user24591,3
Texashike137,user24591,5
Texashike91,user24591,4
Texashike864,user24591,4
Texashike1,user14713,5
Texashike1,user21099,5
Texashike8,user21099,5
Texashike1,user32083,5
Texashike15,user32083,4
Texashike6,user17181,5
Texashike1,user17181,5
Texashike8,user17181,4
Texashike58,user17181,4
Texashike249,user17181,5
Texashike18,user17181,4
Texashike149,user17181,5
Texashike14,user17181,5
Texashike503,user17181,3
Texashike1,user20573,5
Texashike1,user21801,5
Texashike747,user21801,4
Texashike34,user21801,4
Texashike22,user21801,4
Texashike98,user21801,4
Texashike375,user21801,5
Texashike1,user12722,4
Texashike7,user12722,5
Texashike2,user12722,5
Texashike192,user12722,3
Texashike627,user12722,4
Texashike1,user12074,5
Texashike4,user12074,4
Texashike231,user12074,2
Texashike1,user31763,5
Texashike2,user31763,4
Texashike1,user791,5
Texashike1,user2598,5
Texashike81,user2598,4
Texashike1,user9772,5
Texashike8,user9772,4
Texashike1,user25245,5
Texashike1,user7807,5
Texashike34,user7807,4
Texashike205,user7807,4
Texashike1,user8348,5
Texashike230,user8348,5
Texashike1,user135,5
Texashike4,user135,5
Texashike1,user16015,5
Texashike1,user24613,4
Texashike4,user24613,4
Texashike2,user24613,5
Texashike18,user24613,4
Texashike57,user24613,4
Texashike137,user24613,4
Texashike1,user23872,5
Texashike1,user1299,5
Texashike4,user1299,4
Texashike1,user23107,4
Texashike105,user23107,3
Texashike19,user23107,4
Texashike928,user23107,4
Texashike199,user23107,4
Texashike110,user23107,2
Texashike61,user23107,3
Texashike171,user23107,3
Texashike265,user23107,4
Texashike565,user23107,4
Texashike806,user23107,3
Texashike1,user12971,4
Texashike1,user1972,5
Texashike194,user1972,4
Texashike1,user12278,5
Texashike4,user12278,5
Texashike762,user12278,4
Texashike1,user4324,5
Texashike1,user29382,5
Texashike2,user29382,5
Texashike1,user2347,4
Texashike2,user2347,5
Texashike1,user30324,4
Texashike15,user30324,3
Texashike8,user30324,5
Texashike2,user30324,5
Texashike1,user5124,4
Texashike15,user5124,4
Texashike85,user5124,3
Texashike6,user21637,5
Texashike1,user21637,5
Texashike7,user21637,5
Texashike2,user21637,5
Texashike348,user21637,5
Texashike153,user21637,5
Texashike79,user21637,5
Texashike64,user21637,5
Texashike1,user24244,5
Texashike4,user24244,4
Texashike47,user24244,4
Texashike1,user13266,4
Texashike47,user13266,2
Texashike166,user13266,5
Texashike617,user13266,4
Texashike18,user13266,4
Texashike167,user13266,4
Texashike46,user13266,4
Texashike881,user13266,2
Texashike338,user13266,5
Texashike800,user13266,3
Texashike1,user25727,5
Texashike4,user25727,3
Texashike28,user25727,5
Texashike521,user25727,2
Texashike96,user25727,4
Texashike275,user25727,5
Texashike181,user25727,4
Texashike1,user25269,5
Texashike1,user19273,5
Texashike110,user19273,3
Texashike6,user19056,1
Texashike1,user19056,4
Texashike4,user19056,4
Texashike1,user26098,5
Texashike1,user24174,5
Texashike8,user24174,5
Texashike289,user24174,4
Texashike1,user5236,4
Texashike3,user5236,3
Texashike58,user5236,3
Texashike18,user5236,3
Texashike106,user5236,5
Texashike411,user5236,4
Texashike64,user5236,4
Texashike87,user5236,4
Texashike518,user5236,4
Texashike449,user5236,4
Texashike1,user12806,5
Texashike4,user12806,5
Texashike47,user12806,5
Texashike383,user12806,5
Texashike18,user12806,5
Texashike57,user12806,5
Texashike1,user12374,5
Texashike47,user12374,3
Texashike18,user12374,4
Texashike1,user26270,5
Texashike1,user11796,5
Texashike47,user11796,4
Texashike8,user11796,5
Texashike26,user11796,5
Texashike110,user11796,3
Texashike621,user11796,3
Texashike1,user2099,5
Texashike4,user2099,5
Texashike47,user2099,4
Texashike72,user2099,4
Texashike2,user2099,5
Texashike1,user26456,4
Texashike1,user3179,5
Texashike96,user3179,2
Texashike103,user3179,4
Texashike119,user3179,5
Texashike50,user3179,3
Texashike1,user18301,5
Texashike197,user18301,3
Texashike8,user18301,4
Texashike1,user10535,5
Texashike4,user10535,5
Texashike16,user10535,4
Texashike1,user29366,5
Texashike1,user29490,5
Texashike4,user29490,5
Texashike8,user29490,5
Texashike521,user29490,2
Texashike205,user29490,5
Texashike149,user29490,4
Texashike503,user29490,3
Texashike1,user7857,5
Texashike8,user7857,5
Texashike149,user7857,4
Texashike220,user7857,5
Texashike1,user23620,5
Texashike4,user23620,5
Texashike72,user23620,5
Texashike5,user23620,3
Texashike2,user23620,5
Texashike105,user23620,4
Texashike200,user23620,3
Texashike521,user23620,4
Texashike389,user23620,5
Texashike52,user23620,5
Texashike110,user23620,5
Texashike666,user23620,3
Texashike1,user19539,5
Texashike8,user19539,5
Texashike1,user4446,4
Texashike7,user4446,5
Texashike72,user4446,5
Texashike1,user12575,4
Texashike18,user12575,3
Texashike1,user12025,4
Texashike47,user12025,3
Texashike72,user12025,4
Texashike97,user12025,5
Texashike8,user12025,4
Texashike125,user12025,4
Texashike150,user12025,5
Texashike34,user12025,3
Texashike294,user12025,5
Texashike372,user12025,4
Texashike196,user12025,5
Texashike381,user12025,4
Texashike570,user12025,4
Texashike530,user12025,3
Texashike253,user12025,3
Texashike254,user12025,3
Texashike700,user12025,4
Texashike971,user12025,2
Texashike98,user12025,4
Texashike146,user12025,4
Texashike370,user12025,4
Texashike147,user12025,5
Texashike323,user12025,5
Texashike419,user12025,4
Texashike424,user12025,5
Texashike431,user12025,4
Texashike593,user12025,4
Texashike908,user12025,3
Texashike934,user12025,4
Texashike998,user12025,5
Texashike1,user11416,5
Texashike4,user11416,4
Texashike118,user11416,4
Texashike8,user11416,4
Texashike16,user11416,4
Texashike149,user11416,4
Texashike289,user11416,4
Texashike253,user11416,3
Texashike1,user2767,5
Texashike1,user9956,5
Texashike4,user9956,5
Texashike8,user9956,5
Texashike2,user9956,5
Texashike138,user9956,4
Texashike395,user9956,4
Texashike19,user9956,4
Texashike18,user9956,3
Texashike63,user9956,4
Texashike1,user18596,5
Texashike1,user425,5
Texashike18,user425,3
Texashike137,user425,4
Texashike1,user654,5
Texashike4,user654,5
Texashike18,user654,3
Texashike1,user16183,5
Texashike97,user16183,4
Texashike25,user16183,4
Texashike359,user16183,4
Texashike129,user16183,4
Texashike1,user24269,5
Texashike58,user24269,3
Texashike42,user24269,4
Texashike36,user24269,3
Texashike198,user24269,4
Texashike1,user20588,5
Texashike7,user20588,4
Texashike110,user20588,2
Texashike1,user23440,5
Texashike8,user23440,3
Texashike200,user23440,2
Texashike18,user23440,4
Texashike57,user23440,4
Texashike205,user23440,3
Texashike740,user23440,4
Texashike1,user19800,4
Texashike105,user19800,4
Texashike18,user19800,4
Texashike1,user16824,5
Texashike22,user16824,5
Texashike1,user10190,5
Texashike18,user10190,5
Texashike408,user10190,5
Texashike1,user24731,5
Texashike72,user24731,2
Texashike197,user24731,4
Texashike25,user24731,3
Texashike20,user24731,3
Texashike83,user24731,5
Texashike1,user27786,4
Texashike1,user10624,5
Texashike1,user9420,5
Texashike4,user9420,5
Texashike11,user9420,4
Texashike94,user9420,4
Texashike197,user9420,4
Texashike8,user9420,5
Texashike22,user9420,3
Texashike32,user9420,4
Texashike495,user9420,4
Texashike769,user9420,3
Texashike6,user13035,5
Texashike1,user13035,5
Texashike3,user13035,5
Texashike7,user13035,5
Texashike103,user13035,5
Texashike12,user13035,5
Texashike59,user13035,5
Texashike46,user13035,5
Texashike607,user13035,5
Texashike466,user13035,5
Texashike65,user13035,5
Texashike403,user13035,5
Texashike225,user13035,5
Texashike242,user13035,5
Texashike391,user13035,5
Texashike407,user13035,5
Texashike409,user13035,5
Texashike599,user13035,5
Texashike609,user13035,5
Texashike711,user13035,5
Texashike1,user3793,2
Texashike47,user3793,3
Texashike215,user3793,3
Texashike57,user3793,3
Texashike1,user29193,4
Texashike1,user3734,5
Texashike217,user3734,5
Texashike262,user3734,5
Texashike1,user11918,5
Texashike7,user11918,5
Texashike1,user9672,5
Texashike4,user9672,5
Texashike109,user9672,5
Texashike1,user24325,5
Texashike6,user9989,5
Texashike1,user9989,5
Texashike4,user9989,5
Texashike7,user9989,5
Texashike31,user9989,4
Texashike655,user9989,5
Texashike8,user9989,4
Texashike2,user9989,5
Texashike216,user9989,4
Texashike215,user9989,5
Texashike389,user9989,4
Texashike79,user9989,5
Texashike1,user25954,5
Texashike8,user25954,4
Texashike1,user18970,3
Texashike1,user30702,5
Texashike4,user30702,5
Texashike1,user14521,5
Texashike8,user14521,4
Texashike71,user14521,5
Texashike688,user14521,5
Texashike18,user14521,5
Texashike110,user14521,4
Texashike1,user26749,5
Texashike4,user26749,5
Texashike248,user26749,4
Texashike386,user26749,5
Texashike220,user26749,4
Texashike1,user4220,5
Texashike4,user4220,5
Texashike209,user4220,4
Texashike306,user4220,4
Texashike1,user15493,5
Texashike549,user15493,5
Texashike1,user27937,5
Texashike15,user27937,4
Texashike8,user27937,5
Texashike249,user27937,5
Texashike688,user27937,3
Texashike149,user27937,4
Texashike533,user27937,4
Texashike1,user20928,4
Texashike4,user20928,5
Texashike11,user20928,4
Texashike8,user20928,5
Texashike18,user20928,5
Texashike22,user20928,4
Texashike247,user20928,4
Texashike805,user20928,4
Texashike1,user24070,4
Texashike4,user24070,3
Texashike29,user24070,5
Texashike61,user24070,4
Texashike591,user24070,4
Texashike163,user24070,5
Texashike478,user24070,4
Texashike498,user24070,5
Texashike1,user31259,5
Texashike8,user31259,5
Texashike200,user31259,5
Texashike19,user31259,5
Texashike57,user31259,5
Texashike205,user31259,4
Texashike42,user31259,5
Texashike886,user31259,5
Texashike386,user31259,4
Texashike280,user31259,4
Texashike277,user31259,4
Texashike1,user23157,5
Texashike7,user23157,5
Texashike47,user23157,5
Texashike2,user23157,5
Texashike28,user23157,5
Texashike262,user23157,5
Texashike76,user23157,5
Texashike394,user23157,5
Texashike499,user23157,5
Texashike1,user10713,5
Texashike25,user10713,5
Texashike34,user10713,4
Texashike18,user10713,5
Texashike57,user10713,5
Texashike74,user10713,4
Texashike1,user18611,5
Texashike1,user14361,5
Texashike7,user14361,5
Texashike1,user26459,5
Texashike4,user26459,4
Texashike1,user31553,5
Texashike15,user31553,4
Texashike197,user31553,4
Texashike85,user31553,4
Texashike217,user31553,4
Texashike1,user10086,5
Texashike15,user10086,5
Texashike438,user10086,4
Texashike1,user13251,5
Texashike15,user13251,5
Texashike438,user13251,1
Texashike1,user5665,5
Texashike4,user5665,5
Texashike47,user5665,5
Texashike8,user5665,4
Texashike1,user14335,4
Texashike183,user14335,5
Texashike40,user14335,4
Texashike749,user14335,3
Texashike927,user14335,3
Texashike1,user11994,5
Texashike1,user29195,5
Texashike209,user29195,5
Texashike492,user29195,3
Texashike110,user29195,4
Texashike1,user30680,5
Texashike4,user30680,5
Texashike72,user30680,5
Texashike549,user30680,4
Texashike12,user30680,5
Texashike780,user30680,4
Texashike213,user30680,4
Texashike73,user30680,4
Texashike1,user18775,5
Texashike7,user18775,5
Texashike306,user18775,5
Texashike76,user18775,5
Texashike205,user18775,5
Texashike168,user18775,5
Texashike247,user18775,5
Texashike1,user25257,5
Texashike47,user25257,4
Texashike8,user25257,5
Texashike148,user25257,4
Texashike215,user25257,5
Texashike57,user25257,5
Texashike492,user25257,4
Texashike110,user25257,5
Texashike1,user2108,5
Texashike4,user2108,5
Texashike7,user2108,5
Texashike24,user2108,5
Texashike94,user2108,5
Texashike2,user2108,5
Texashike306,user2108,5
Texashike76,user2108,5
Texashike205,user2108,5
Texashike22,user2108,4
Texashike221,user2108,4
Texashike247,user2108,4
Texashike403,user2108,4
Texashike748,user2108,5
Texashike1,user16976,5
Texashike47,user16976,5
Texashike8,user16976,5
Texashike18,user16976,5
Texashike205,user16976,5
Texashike1,user16003,5
Texashike4,user16003,5
Texashike306,user16003,3
Texashike747,user16003,5
Texashike109,user16003,5
Texashike686,user16003,4
Texashike98,user16003,5
Texashike419,user16003,5
Texashike1,user15251,5
Texashike4,user15251,5
Texashike56,user15251,4
Texashike24,user15251,4
Texashike94,user15251,5
Texashike13,user15251,5
Texashike2,user15251,5
Texashike348,user15251,3
Texashike387,user15251,4
Texashike28,user15251,4
Texashike389,user15251,5
Texashike38,user15251,4
Texashike168,user15251,4
Texashike55,user15251,4
Texashike75,user15251,4
Texashike14,user15251,3
Texashike312,user15251,4
Texashike45,user15251,4
Texashike139,user15251,3
Texashike77,user15251,4
Texashike90,user15251,4
Texashike403,user15251,4
Texashike409,user15251,4
Texashike1,user17176,5
Texashike3,user17176,5
Texashike1,user776,5
Texashike4,user776,5
Texashike1,user21571,5
Texashike4,user21571,5
Texashike15,user21571,4
Texashike47,user21571,5
Texashike655,user21571,5
Texashike8,user21571,5
Texashike231,user21571,5
Texashike18,user21571,5
Texashike379,user21571,5
Texashike1,user8138,5
Texashike15,user8138,5
Texashike18,user8138,5
Texashike210,user8138,5
Texashike1,user23901,5
Texashike1,user22822,5
Texashike4,user22822,5
Texashike7,user22822,5
Texashike8,user22822,5
Texashike465,user22822,3
Texashike517,user22822,3
Texashike448,user22822,5
Texashike919,user22822,4
Texashike1,user26024,5
Texashike1,user12390,5
Texashike7,user12390,5
Texashike8,user12390,5
Texashike1,user11888,5
Texashike4,user11888,5
Texashike1,user13353,5
Texashike4,user13353,5
Texashike212,user13353,5
Texashike18,user13353,5
Texashike434,user13353,4
Texashike1,user14930,5
Texashike4,user14930,5
Texashike7,user14930,5
Texashike8,user14930,5
Texashike129,user14930,4
Texashike277,user14930,5
Texashike1,user18718,5
Texashike4,user18718,5
Texashike7,user18718,5
Texashike1,user29410,5
Texashike4,user29410,5
Texashike8,user29410,5
Texashike215,user29410,5
Texashike18,user29410,5
Texashike1,user394,5
Texashike200,user394,5
Texashike18,user394,5
Texashike1,user532,5
Texashike180,user532,5
Texashike5,user532,4
Texashike1,user17164,5
Texashike1,user3666,5
Texashike197,user3666,3
Texashike8,user3666,5
Texashike379,user3666,3
Texashike523,user3666,5
Texashike1,user11612,5
Texashike4,user11612,4
Texashike118,user11612,2
Texashike105,user11612,5
Texashike383,user11612,3
Texashike135,user11612,4
Texashike392,user11612,2
Texashike739,user11612,2
Texashike991,user11612,3
Texashike490,user11612,1
Texashike720,user11612,4
Texashike1,user8804,5
Texashike212,user8804,5
Texashike20,user8804,5
Texashike74,user8804,5
Texashike87,user8804,3
Texashike1,user26398,5
Texashike4,user26398,5
Texashike9,user26398,5
Texashike8,user26398,5
Texashike18,user26398,5
Texashike1,user13555,5
Texashike4,user13555,5
Texashike118,user13555,5
Texashike485,user13555,5
Texashike274,user13555,5
Texashike18,user13555,5
Texashike106,user13555,5
Texashike292,user13555,5
Texashike402,user13555,5
Texashike699,user13555,5
Texashike101,user13555,5
Texashike157,user13555,5
Texashike1,user5582,5
Texashike4,user5582,5
Texashike11,user5582,5
Texashike33,user5582,4
Texashike144,user5582,5
Texashike197,user5582,4
Texashike59,user5582,5
Texashike184,user5582,5
Texashike45,user5582,5
Texashike21,user5582,4
Texashike1,user24645,5
Texashike815,user24645,5
Texashike1,user31781,4
Texashike8,user31781,5
Texashike217,user31781,4
Texashike18,user31781,5
Texashike1,user20566,5
Texashike4,user20566,5
Texashike2,user20566,5
Texashike18,user20566,5
Texashike1,user30222,5
Texashike4,user30222,5
Texashike8,user30222,4
Texashike389,user30222,5
Texashike75,user30222,4
Texashike226,user30222,2
Texashike1,user22552,5
Texashike4,user22552,4
Texashike7,user22552,5
Texashike209,user22552,4
Texashike1,user19160,5
Texashike4,user19160,4
Texashike8,user19160,5
Texashike200,user19160,4
Texashike18,user19160,5
Texashike1,user16590,5
Texashike125,user16590,4
Texashike109,user16590,5
Texashike132,user16590,5
Texashike289,user16590,4
Texashike501,user16590,4
Texashike1,user16399,5
Texashike379,user16399,4
Texashike219,user16399,4
Texashike110,user16399,4
Texashike474,user16399,4
Texashike1,user22187,5
Texashike18,user22187,5
Texashike1,user16371,5
Texashike8,user16371,3
Texashike18,user16371,4
Texashike1,user24890,5
Texashike4,user24890,5
Texashike8,user24890,5
Texashike1,user21912,5
Texashike7,user21912,5
Texashike9,user21912,5
Texashike18,user21912,4
Texashike248,user21912,5
Texashike187,user21912,5
Texashike53,user21912,4
Texashike1,user5003,5
Texashike1,user31905,5
Texashike4,user31905,5
Texashike15,user31905,5
Texashike47,user31905,5
Texashike85,user31905,5
Texashike231,user31905,5
Texashike739,user31905,5
Texashike888,user31905,5
Texashike564,user31905,5
Texashike720,user31905,5
Texashike1,user20729,3
Texashike1,user30118,5
Texashike4,user30118,5
Texashike1,user22969,4
Texashike4,user22969,3
Texashike8,user22969,3
Texashike1,user5132,5
Texashike5,user5132,5
Texashike8,user5132,4
Texashike2,user5132,5
Texashike136,user5132,3
